id,race,sex,age,juv_fel_count,juv_misd_count,priors_count,charge_id,charge_degree..misd.fel.,compas_decile_score,two_year_recid,compas_guess,compas_correct,charge_degree,juv_other_count
6062,1,0,57,0,0,6,190,1,2,0,0,1,1,0
6064,1,1,31,0,0,0,45,0,2,0,0,1,0,0
6065,2,0,57,0,0,19,306,1,6,0,1,0,1,0
6066,1,0,57,0,0,12,130,0,5,0,1,0,0,0
6067,2,0,29,0,0,6,45,0,7,1,1,1,0,0
6070,2,0,30,0,0,0,45,0,1,1,0,0,0,0
6071,2,0,45,0,0,11,170,1,3,0,0,1,1,0
6073,1,0,42,0,0,0,379,1,5,0,1,0,1,0
6074,6,0,48,0,0,7,71,1,2,0,0,1,1,0
6075,2,0,29,0,2,12,379,1,8,1,1,1,1,0
6077,1,0,23,0,0,0,190,1,4,0,0,1,1,0
6078,1,1,28,0,0,0,129,1,2,0,0,1,1,0
6079,2,0,41,0,0,3,172,1,7,0,1,0,1,0
6080,2,0,25,0,0,1,45,0,2,1,0,0,0,0
6081,1,1,34,0,0,3,45,0,5,0,1,0,0,0
6082,2,0,53,0,0,26,306,1,5,1,1,1,1,0
6083,2,1,28,0,0,1,49,1,3,1,0,0,1,0
6084,2,0,27,0,0,0,379,1,2,0,0,1,1,0
6085,2,0,39,0,0,4,11,1,4,0,0,1,1,0
6087,1,1,55,0,0,6,10,1,4,0,0,1,1,0
6089,2,0,27,0,0,4,28,1,5,1,1,1,1,0
6094,1,0,30,0,0,7,100,1,10,1,1,1,1,1
6095,2,0,31,3,0,15,45,0,10,1,1,1,0,1
6096,2,0,20,0,0,1,21,0,9,1,1,1,0,1
6097,1,0,26,0,0,2,15,1,9,1,1,1,1,0
6098,2,0,44,0,0,7,306,1,5,1,1,1,1,0
6099,2,0,33,0,0,17,28,1,10,1,1,1,1,0
6100,1,0,34,0,0,0,180,1,1,1,0,0,1,0
6101,1,0,27,0,0,0,45,0,2,0,0,1,0,0
6103,2,0,21,0,0,1,303,1,7,1,1,1,1,1
6105,2,0,29,0,0,4,172,1,2,0,0,1,1,0
6106,2,0,27,0,0,7,129,1,6,0,1,0,1,0
6107,1,1,24,0,0,0,418,1,8,0,1,0,1,0
6108,2,0,29,0,0,0,129,1,5,1,1,1,1,0
6109,1,0,20,0,0,0,74,1,3,0,0,1,1,0
6110,1,1,23,0,0,0,306,1,3,0,0,1,1,0
6111,2,1,48,0,0,0,134,0,1,0,0,1,0,0
6112,2,0,34,0,0,0,128,0,1,1,0,0,0,0
6113,2,0,46,0,0,1,45,0,6,1,1,1,0,0
6114,1,1,41,0,0,3,129,1,5,0,1,0,1,0
6116,2,0,26,0,0,3,104,1,6,1,1,1,1,0
6117,2,0,37,0,0,11,172,1,8,1,1,1,1,0
6118,1,1,54,0,0,7,28,1,5,0,1,0,1,0
6119,2,1,25,0,0,5,399,0,10,0,1,0,0,0
6123,1,1,22,0,0,2,28,1,3,0,0,1,1,0
6125,2,0,32,0,0,7,172,1,1,0,0,1,1,0
6127,2,0,44,0,0,0,133,0,1,0,0,1,0,0
6129,2,0,28,0,0,1,56,1,1,0,0,1,1,0
6131,2,0,60,0,0,3,130,0,1,0,0,1,0,0
6133,1,0,49,0,0,0,306,1,1,0,0,1,1,0
6134,2,0,32,0,0,9,346,1,4,0,0,1,1,0
6135,2,0,30,0,0,10,45,0,4,1,0,0,0,0
6137,1,0,52,0,0,0,222,1,1,0,0,1,1,0
6139,2,1,27,0,0,1,246,0,10,0,1,0,0,0
6140,2,0,34,0,0,0,275,1,10,0,1,0,1,0
6143,2,0,55,0,0,5,170,1,4,1,0,0,1,0
6145,2,0,37,0,0,6,45,0,6,0,1,0,0,0
6146,2,0,33,0,0,0,337,0,7,0,1,0,0,0
6147,2,0,22,0,0,0,303,1,6,1,1,1,1,0
6148,2,1,27,0,0,0,31,0,2,0,0,1,0,0
6149,2,0,20,0,0,0,418,1,5,1,1,1,1,2
6150,1,0,33,0,0,0,54,1,2,0,0,1,1,0
6152,2,0,26,0,0,0,45,0,2,0,0,1,0,0
6153,2,0,29,0,0,0,138,0,5,0,1,0,0,0
6154,2,0,32,0,0,1,128,0,3,0,0,1,0,0
6156,1,0,37,0,0,4,45,0,1,0,0,1,0,0
6159,2,0,31,0,0,15,28,1,10,0,1,0,1,0
6160,2,0,29,0,0,6,129,1,8,1,1,1,1,0
6161,2,0,31,0,0,6,28,1,4,0,0,1,1,0
6162,1,1,36,0,0,2,10,1,3,0,0,1,1,0
6163,2,0,35,0,0,4,261,0,6,0,1,0,0,0
6164,2,1,37,0,0,1,66,1,1,0,0,1,1,0
6165,1,0,34,0,0,5,242,0,2,1,0,0,0,0
6166,1,0,20,0,0,1,31,0,5,1,1,1,0,0
6167,2,1,50,0,0,12,45,0,6,1,1,1,0,0
6169,1,0,24,0,0,8,175,1,9,1,1,1,1,2
6170,2,0,29,0,1,8,45,0,9,1,1,1,0,0
6171,2,1,45,0,0,1,129,1,1,0,0,1,1,0
6172,1,0,34,0,0,2,28,1,7,1,1,1,1,0
6173,2,0,70,0,0,0,128,0,1,0,0,1,0,0
6175,2,0,26,0,0,2,28,1,4,0,0,1,1,0
6177,2,0,23,1,0,4,28,1,9,0,1,0,1,0
6178,1,0,27,0,0,5,127,0,4,0,0,1,0,0
6179,1,0,44,0,0,6,190,1,6,1,1,1,1,0
6180,2,0,23,0,0,2,28,0,3,1,0,0,0,0
6182,2,0,26,0,0,0,45,0,5,0,1,0,0,0
6183,1,1,23,0,0,2,45,0,6,0,1,0,0,0
6185,2,0,27,0,0,3,28,1,9,1,1,1,1,0
6189,1,1,46,0,0,1,167,1,2,0,0,1,1,0
6191,2,1,27,1,0,1,28,1,5,0,1,0,1,0
6192,1,0,45,0,0,7,168,1,2,0,0,1,1,0
6193,2,0,42,0,0,1,28,0,5,0,1,0,0,0
6195,1,1,24,0,1,3,45,0,5,1,1,1,0,0
6196,2,0,20,1,1,2,28,1,8,1,1,1,1,1
6198,1,0,49,0,0,3,306,1,4,0,0,1,1,0
6199,1,0,29,0,0,8,28,0,9,1,1,1,0,0
6200,3,0,29,0,0,0,71,1,2,0,0,1,1,0
6201,1,1,52,0,0,1,49,1,1,0,0,1,1,0
6202,3,0,37,0,0,4,45,0,1,1,0,0,0,0
6203,2,0,26,0,0,1,45,0,3,0,0,1,0,0
6205,2,0,53,0,0,15,172,1,1,1,0,0,1,0
6206,3,0,47,0,0,1,28,1,1,0,0,1,1,0
6207,2,0,38,0,0,0,145,0,8,1,1,1,0,0
6208,2,0,25,0,0,1,306,1,6,0,1,0,1,0
6210,2,0,21,1,0,1,58,1,10,1,1,1,1,0
6212,2,0,48,0,0,0,45,0,1,0,0,1,0,0
6213,1,1,40,0,0,1,306,1,2,0,0,1,1,0
6215,6,1,24,0,0,0,418,1,3,0,0,1,1,0
6216,2,0,22,0,0,0,61,1,4,1,0,0,1,0
6219,2,0,36,0,0,4,28,0,8,0,1,0,0,0
6221,1,0,38,0,0,2,45,0,2,0,0,1,0,0
6222,6,0,23,0,0,0,169,1,3,1,0,0,1,0
6223,6,0,54,0,0,2,45,0,1,0,0,1,0,0
6224,3,0,24,0,0,1,28,1,4,0,0,1,1,0
6226,1,1,44,0,0,0,122,0,1,1,0,0,0,0
6227,2,1,23,0,0,2,10,1,7,1,1,1,1,0
6228,1,0,64,0,0,0,239,0,1,0,0,1,0,0
6229,1,0,38,0,0,5,176,0,5,1,1,1,0,0
6230,6,1,45,0,0,0,45,0,1,0,0,1,0,0
6231,2,0,49,0,0,1,190,1,5,0,1,0,1,0
6234,2,1,45,0,0,3,306,1,7,0,1,0,1,0
6236,4,0,33,0,0,0,45,0,1,0,0,1,0,0
6238,3,0,44,0,0,2,209,1,2,0,0,1,1,0
6239,2,0,51,0,0,3,28,1,1,0,0,1,1,0
6240,2,0,50,0,0,0,306,1,1,0,0,1,1,0
6241,1,0,33,0,2,2,423,0,2,0,0,1,0,0
6242,1,1,54,0,0,0,45,0,1,0,0,1,0,0
6244,3,0,28,0,0,3,303,1,5,1,1,1,1,0
6245,1,0,33,0,0,14,28,1,9,0,1,0,1,1
6247,2,0,42,0,0,17,28,0,7,1,1,1,0,0
6248,1,0,34,0,0,3,129,1,1,0,0,1,1,0
6249,1,0,38,0,0,2,85,1,3,1,0,0,1,0
6250,2,0,21,0,0,1,52,1,9,1,1,1,1,0
6251,2,0,33,0,0,5,172,1,4,0,0,1,1,0
6256,2,0,32,0,0,9,28,0,7,1,1,1,0,1
6259,1,0,45,0,0,1,45,0,1,0,0,1,0,0
6260,1,0,30,0,0,1,311,1,8,1,1,1,1,0
6264,2,1,29,0,0,0,6,1,10,0,1,0,1,0
6266,2,0,44,0,0,3,127,0,3,0,0,1,0,0
6267,1,1,51,0,0,0,45,0,1,1,0,0,0,0
6268,2,1,28,0,0,0,15,1,3,0,0,1,1,0
6271,1,0,27,0,0,1,303,1,3,0,0,1,1,0
6274,3,0,28,0,0,16,311,1,10,1,1,1,1,0
6278,2,1,30,0,0,0,193,1,2,0,0,1,1,0
6280,2,0,32,0,0,0,45,0,7,0,1,0,0,0
6281,1,0,27,0,0,5,190,1,4,0,0,1,1,0
6282,3,0,21,0,0,1,49,1,5,1,1,1,1,0
6284,2,0,21,0,0,0,64,1,5,0,1,0,1,0
6285,1,1,34,0,0,0,377,1,3,1,0,0,1,0
6286,2,0,24,0,0,7,87,1,9,1,1,1,1,0
6287,1,0,32,0,0,0,127,0,1,0,0,1,0,0
6289,1,1,38,0,0,5,28,1,6,1,1,1,1,0
6292,2,0,56,0,0,3,28,0,1,0,0,1,0,0
6293,2,1,44,0,0,0,45,0,1,0,0,1,0,0
6296,2,0,31,0,0,1,138,0,5,1,1,1,0,0
6297,1,1,25,0,0,6,28,1,7,0,1,0,1,0
6299,2,1,20,0,0,0,45,0,5,0,1,0,0,0
6300,2,0,35,0,0,1,45,0,5,0,1,0,0,0
6301,2,0,33,0,0,1,6,1,4,1,0,0,1,0
6302,2,0,24,0,0,0,45,0,3,0,0,1,0,0
6303,3,1,40,0,0,2,28,0,2,0,0,1,0,0
6304,2,0,27,0,0,9,268,1,9,1,1,1,1,0
6305,2,1,21,0,0,2,242,0,3,0,0,1,0,0
6312,2,0,38,0,0,9,190,1,5,1,1,1,1,0
6314,1,0,20,0,0,0,187,1,6,1,1,1,1,1
6315,2,0,30,0,0,9,129,1,3,1,0,0,1,0
6317,1,0,36,0,0,9,28,1,6,1,1,1,1,0
6319,2,0,23,0,0,2,423,0,9,1,1,1,0,0
6320,2,0,39,0,0,21,129,1,10,1,1,1,1,0
6321,2,0,32,0,0,3,337,0,6,0,1,0,0,0
6322,1,0,29,0,0,3,246,1,6,1,1,1,1,0
6323,1,0,58,0,0,2,423,0,1,1,0,0,0,0
6324,3,0,23,0,0,2,190,1,7,0,1,0,1,1
6326,1,0,23,0,0,3,242,0,8,1,1,1,0,0
6328,2,1,68,0,0,5,306,1,2,0,0,1,1,0
6330,1,1,26,0,0,2,45,0,5,0,1,0,0,0
6332,2,0,51,0,0,0,306,1,4,1,0,0,1,0
6335,2,0,25,0,0,0,45,0,2,0,0,1,0,0
6336,2,0,40,0,0,5,172,1,9,1,1,1,1,0
6337,2,0,51,0,0,14,28,1,5,0,1,0,1,0
6338,2,0,27,0,0,2,328,0,5,1,1,1,0,0
6339,2,0,49,0,0,11,426,0,5,1,1,1,0,0
6341,6,0,36,0,0,0,45,0,1,0,0,1,0,0
6344,1,0,28,0,0,5,28,0,7,0,1,0,0,0
6345,2,0,20,0,0,0,60,1,3,0,0,1,1,0
6347,2,0,21,0,0,2,306,1,10,1,1,1,1,0
6349,2,1,31,0,0,0,6,1,2,0,0,1,1,0
6353,2,0,57,0,0,0,45,0,1,0,0,1,0,0
6354,1,1,61,0,0,8,336,1,3,1,0,0,1,0
6356,3,0,35,0,0,3,64,1,1,1,0,0,1,0
6359,2,0,54,0,0,3,28,1,6,1,1,1,1,0
6360,1,0,39,0,0,0,306,1,3,0,0,1,1,0
6361,2,0,24,0,1,1,306,1,7,0,1,0,1,0
6362,3,1,29,0,0,0,10,1,4,1,0,0,1,0
6365,2,0,48,0,0,8,306,1,9,1,1,1,1,1
6367,2,0,30,0,0,6,337,0,7,1,1,1,0,1
6368,2,0,26,0,1,10,306,1,10,1,1,1,1,0
6369,1,0,36,0,0,2,28,1,5,0,1,0,1,0
6371,2,0,37,0,0,12,246,1,9,1,1,1,1,0
6372,2,0,26,0,0,4,61,1,6,1,1,1,1,0
6373,2,0,29,0,0,7,242,0,10,1,1,1,0,0
6375,2,0,26,0,0,1,425,0,6,1,1,1,0,0
6376,2,0,60,0,0,2,306,1,1,0,0,1,1,0
6377,1,0,27,0,0,2,278,1,7,1,1,1,1,0
6378,2,0,41,2,0,16,190,1,7,1,1,1,1,0
6379,1,0,22,0,0,1,253,1,6,0,1,0,1,1
6380,2,0,28,0,0,3,28,1,7,0,1,0,1,0
6381,2,0,33,0,0,13,71,1,6,1,1,1,1,0
6382,2,0,28,0,0,2,28,1,2,0,0,1,1,0
6383,1,0,55,0,0,0,45,0,1,1,0,0,0,0
6384,2,0,21,0,1,6,65,1,8,1,1,1,1,0
6386,3,0,28,0,0,2,204,1,3,1,0,0,1,0
6387,3,1,22,0,0,0,45,0,2,0,0,1,0,0
6389,1,1,29,0,0,6,306,1,7,1,1,1,1,0
6390,2,0,45,0,0,5,176,1,1,0,0,1,1,0
6391,2,0,24,0,0,2,402,0,8,1,1,1,0,0
6392,2,0,50,0,0,12,306,1,1,1,0,0,1,0
6393,2,0,24,0,0,1,45,0,6,1,1,1,0,0
6394,2,0,47,0,0,1,28,1,2,0,0,1,1,0
6395,1,0,57,0,0,1,45,0,1,0,0,1,0,0
6396,1,0,54,0,0,6,21,1,1,0,0,1,1,0
6398,1,1,42,0,0,0,45,0,2,0,0,1,0,0
6399,1,0,35,0,0,5,96,1,3,0,0,1,1,0
6400,2,0,30,0,0,0,129,1,4,1,0,0,1,0
6401,1,0,53,0,0,1,100,1,1,0,0,1,1,0
6402,2,1,31,0,0,2,144,0,3,0,0,1,0,0
6405,1,0,83,0,0,4,28,1,1,0,0,1,1,0
6406,3,0,46,0,0,15,418,1,6,0,1,0,1,0
6409,2,0,31,0,0,0,246,1,2,1,0,0,1,0
6412,6,0,23,0,0,4,190,1,10,0,1,0,1,0
6413,2,0,47,0,0,9,170,1,4,0,0,1,1,0
6414,3,0,31,0,0,4,7,1,6,0,1,0,1,0
6415,2,0,50,0,0,0,28,0,8,0,1,0,0,0
6420,2,0,24,0,1,9,239,0,9,1,1,1,0,0
6422,2,1,22,0,1,2,10,1,9,0,1,0,1,0
6424,3,0,45,0,0,1,283,0,1,0,0,1,0,0
6425,2,1,30,0,0,2,190,1,2,0,0,1,1,0
6426,6,0,30,0,0,5,28,0,8,1,1,1,0,0
6427,2,0,36,0,0,4,127,0,2,0,0,1,0,0
6428,1,1,43,0,0,22,394,0,10,1,1,1,0,0
6430,2,0,50,0,0,0,45,0,1,0,0,1,0,0
6431,6,1,24,0,0,2,317,1,4,1,0,0,1,0
6432,1,1,42,0,0,3,163,1,5,0,1,0,1,0
6433,1,1,29,0,0,1,190,1,7,1,1,1,1,0
6434,3,1,28,0,0,2,58,1,3,0,0,1,1,0
6436,3,0,31,0,0,0,31,0,1,0,0,1,0,0
6439,2,0,25,0,0,5,28,1,9,1,1,1,1,0
6441,2,0,36,0,0,4,10,1,5,0,1,0,1,0
6442,2,0,24,0,0,1,219,0,5,1,1,1,0,0
6443,1,0,28,0,0,5,129,1,5,0,1,0,1,0
6446,1,0,31,0,0,0,45,0,1,1,0,0,0,0
6447,2,0,23,0,0,0,15,1,4,0,0,1,1,0
6448,1,0,29,0,0,4,423,0,6,1,1,1,0,0
6449,2,0,51,0,0,11,243,0,5,1,1,1,0,0
6450,2,0,34,0,0,1,246,1,5,0,1,0,1,0
6451,2,0,29,0,0,12,129,1,2,1,0,0,1,0
6453,2,0,39,0,1,13,306,1,10,1,1,1,1,0
6458,3,1,36,0,0,0,64,0,2,0,0,1,0,0
6459,2,0,59,0,0,15,28,0,6,1,1,1,0,0
6462,2,0,23,0,0,3,186,1,8,1,1,1,1,2
6463,2,0,31,0,0,15,172,1,8,0,1,0,1,0
6466,1,0,53,0,0,0,337,0,1,0,0,1,0,0
6467,2,0,34,0,0,12,403,1,7,0,1,0,1,0
6468,2,1,63,0,0,1,303,1,1,0,0,1,1,0
6469,6,0,21,0,0,0,379,1,4,1,0,0,1,0
6470,2,1,21,0,0,0,297,1,7,1,1,1,1,0
6471,1,0,47,0,0,28,85,1,9,1,1,1,1,0
6473,2,0,34,0,0,7,306,1,5,1,1,1,1,0
6475,2,0,43,0,0,1,219,0,1,0,0,1,0,0
6477,1,0,58,0,0,4,175,1,5,1,1,1,1,0
6478,3,1,40,0,0,4,186,1,3,1,0,0,1,0
6480,2,0,36,3,0,16,28,1,8,1,1,1,1,0
6481,2,1,23,0,0,0,45,0,4,0,0,1,0,0
6482,2,0,34,0,0,5,292,1,2,1,0,0,1,0
6483,1,0,56,0,0,13,28,1,2,0,0,1,1,0
6484,1,1,52,0,0,0,10,1,1,0,0,1,1,0
6485,2,0,56,0,0,0,159,1,2,0,0,1,1,0
6487,2,1,37,0,0,0,144,0,1,0,0,1,0,0
6488,1,1,50,0,0,0,45,0,1,0,0,1,0,0
6489,2,0,25,0,0,1,190,1,2,1,0,0,1,0
6490,2,0,22,0,0,0,306,1,5,1,1,1,1,0
6491,1,1,43,0,0,0,45,0,1,1,0,0,0,0
6492,1,0,30,0,0,1,45,0,2,0,0,1,0,0
6495,4,0,29,0,0,0,47,1,1,0,0,1,1,0
6496,1,0,24,0,0,0,246,1,2,0,0,1,1,0
6497,2,0,29,0,0,7,45,0,8,1,1,1,0,0
6498,1,1,27,0,0,3,298,1,3,0,0,1,1,0
6500,1,1,24,0,0,0,311,1,4,0,0,1,1,0
6501,2,1,74,0,0,0,175,1,1,0,0,1,1,0
6502,2,0,27,0,0,8,28,0,7,1,1,1,0,1
6503,3,0,37,0,0,1,246,1,2,1,0,0,1,0
6504,2,0,39,0,1,8,306,1,10,1,1,1,1,1
6505,1,0,29,0,0,5,129,1,2,0,0,1,1,0
6507,2,0,25,0,0,0,410,0,3,1,0,0,0,0
6508,2,1,35,0,0,5,229,1,3,0,0,1,1,0
6511,2,0,29,0,0,1,45,0,6,1,1,1,0,0
6512,1,0,36,0,0,1,28,1,2,0,0,1,1,0
6513,2,0,61,0,0,13,306,1,4,1,0,0,1,0
6514,1,0,26,0,0,2,71,1,4,0,0,1,1,0
6518,2,0,28,0,0,1,337,0,5,0,1,0,0,0
6520,2,1,26,0,0,1,28,1,5,0,1,0,1,0
6521,1,1,39,0,1,11,175,1,6,1,1,1,1,0
6522,2,0,22,0,1,3,190,1,4,1,0,0,1,0
6524,1,0,28,0,0,0,190,1,3,0,0,1,1,0
6525,1,0,51,0,0,1,297,1,1,1,0,0,1,0
6526,3,1,35,0,0,0,45,0,2,0,0,1,0,0
6527,2,1,23,0,0,0,45,0,2,0,0,1,0,0
6528,2,0,29,1,2,6,89,1,6,1,1,1,1,0
6529,6,0,20,0,0,0,418,1,3,1,0,0,1,0
6531,2,0,24,0,0,1,28,0,9,1,1,1,0,2
6533,3,1,23,0,1,2,45,0,4,0,0,1,0,0
6534,2,1,33,0,0,5,15,1,7,0,1,0,1,0
6535,1,0,21,1,0,1,28,1,3,1,0,0,1,0
6536,1,0,59,0,0,3,45,0,1,0,0,1,0,0
6537,1,0,26,0,0,4,377,1,4,1,0,0,1,0
6538,1,0,36,0,0,0,28,0,1,0,0,1,0,0
6539,6,0,38,0,0,2,190,1,1,0,0,1,1,0
6541,1,0,19,1,3,5,28,0,9,1,1,1,0,2
6546,3,0,28,0,0,2,190,1,8,0,1,0,1,0
6547,3,0,23,0,0,2,28,1,5,1,1,1,1,0
6548,2,0,21,0,0,1,232,1,5,1,1,1,1,2
6549,2,0,52,0,0,0,45,0,1,1,0,0,0,0
6550,2,0,56,0,0,12,306,1,5,1,1,1,1,0
6551,1,0,40,0,0,1,134,0,4,0,0,1,0,0
6552,1,1,48,0,0,8,170,0,4,1,0,0,0,0
6553,2,0,24,0,1,2,73,0,6,0,1,0,0,2
6554,2,1,26,0,0,0,190,1,4,0,0,1,1,0
6557,2,0,59,0,0,5,206,0,6,0,1,0,0,0
6558,1,0,66,0,0,1,28,1,1,1,0,0,1,0
6560,2,1,54,0,0,6,175,1,4,0,0,1,1,0
6563,1,0,31,0,0,4,45,0,7,1,1,1,0,0
6564,1,0,34,0,0,0,190,1,3,0,0,1,1,0
6566,2,0,25,0,0,9,28,1,9,1,1,1,1,0
6570,1,0,47,0,0,2,306,1,4,0,0,1,1,0
6571,2,0,51,0,0,12,172,1,8,1,1,1,1,1
6572,1,0,25,0,0,1,28,1,3,0,0,1,1,0
6573,6,0,25,0,0,0,168,1,2,1,0,0,1,0
6574,2,1,31,0,0,2,15,1,2,1,0,0,1,0
6575,3,0,44,0,0,2,28,1,1,1,0,0,1,0
6577,1,0,36,0,0,1,28,1,2,0,0,1,1,0
6578,1,0,77,0,0,3,28,1,1,0,0,1,1,0
6580,1,0,49,0,0,0,128,0,1,0,0,1,0,0
6583,2,0,31,0,0,0,190,1,7,0,1,0,1,0
6584,1,0,30,0,0,1,418,1,3,0,0,1,1,1
6585,2,0,29,1,0,3,35,1,9,1,1,1,1,0
6586,1,1,53,0,0,6,306,1,5,1,1,1,1,0
6587,2,0,21,0,1,1,35,1,9,1,1,1,1,0
6588,2,0,21,0,0,0,336,1,4,0,0,1,1,0
6589,2,1,27,0,0,1,183,1,5,1,1,1,1,0
6591,2,1,65,0,0,0,190,1,1,0,0,1,1,0
6592,1,1,59,0,0,0,128,0,1,0,0,1,0,0
6593,2,0,59,0,0,0,134,0,1,0,0,1,0,0
6594,2,0,24,0,0,0,45,0,7,0,1,0,0,0
6595,2,0,40,0,0,0,18,1,1,0,0,1,1,0
6596,2,0,51,0,0,0,92,1,1,1,0,0,1,0
6597,2,0,34,1,0,10,297,1,9,1,1,1,1,0
6600,3,0,30,0,0,1,273,1,2,1,0,0,1,0
6601,2,0,52,0,0,1,379,1,1,0,0,1,1,0
6602,1,0,29,0,0,1,65,1,4,1,0,0,1,0
6603,2,0,24,0,0,15,28,1,9,1,1,1,1,0
6604,2,0,38,0,0,2,10,1,3,1,0,0,1,0
6605,2,1,22,0,0,0,263,1,8,0,1,0,1,0
6606,2,0,43,0,0,0,246,1,5,0,1,0,1,0
6608,1,0,32,0,0,5,306,1,9,1,1,1,1,0
6611,2,0,55,0,0,0,156,1,1,0,0,1,1,0
6613,2,0,26,0,0,2,65,1,2,0,0,1,1,0
6614,1,0,23,0,0,1,134,0,2,0,0,1,0,1
6615,6,1,47,0,0,0,15,1,1,0,0,1,1,0
6616,1,0,28,0,0,1,127,0,2,1,0,0,0,0
6621,3,0,27,0,0,0,190,1,2,1,0,0,1,0
6624,3,0,61,0,0,2,175,1,4,1,0,0,1,0
6626,2,0,26,0,0,0,167,1,2,0,0,1,1,0
6627,3,0,41,0,0,1,243,0,1,0,0,1,0,0
6629,1,1,28,0,0,1,45,0,5,1,1,1,0,0
6631,2,0,43,0,0,0,418,1,5,1,1,1,1,0
6633,1,0,30,0,0,3,65,1,4,0,0,1,1,0
6634,2,0,33,0,0,21,425,0,7,1,1,1,0,0
6636,1,0,21,0,0,0,64,0,3,0,0,1,0,1
6637,1,1,32,0,0,0,45,0,1,0,0,1,0,1
6638,2,0,22,0,0,1,379,1,4,1,0,0,1,0
6639,2,0,51,0,0,3,306,1,1,0,0,1,1,0
6641,2,0,20,0,0,2,336,1,10,1,1,1,1,1
6642,1,0,35,0,0,2,298,1,3,0,0,1,1,0
6645,2,1,37,0,0,3,28,1,1,0,0,1,1,0
6646,2,0,28,0,0,0,374,0,7,1,1,1,0,0
6649,1,0,41,0,0,3,45,0,5,1,1,1,0,0
6650,2,0,24,0,0,0,45,0,8,1,1,1,0,0
6651,2,1,33,0,0,3,45,0,4,0,0,1,0,0
6652,2,0,25,0,0,4,246,1,8,1,1,1,1,0
6653,1,1,30,0,0,4,28,1,6,0,1,0,1,0
6654,2,0,20,0,0,1,65,1,7,1,1,1,1,0
6655,2,1,42,0,0,1,28,1,1,0,0,1,1,0
6657,2,1,40,0,0,15,28,1,7,1,1,1,1,0
6658,2,0,39,0,0,0,274,1,4,1,0,0,1,0
6659,2,0,21,0,0,0,186,1,7,0,1,0,1,0
6660,1,0,39,0,0,2,253,1,2,1,0,0,1,0
6661,1,0,24,0,0,0,303,1,2,0,0,1,1,0
6662,2,0,41,0,0,0,129,1,1,0,0,1,1,0
6663,2,0,39,0,0,1,303,1,4,0,0,1,1,0
6665,2,1,24,0,0,3,190,1,8,0,1,0,1,0
6667,2,1,24,0,0,1,190,1,4,0,0,1,1,0
6668,2,0,29,0,0,0,122,0,2,1,0,0,0,0
6669,2,0,39,0,0,35,28,1,10,0,1,0,1,0
6670,1,0,25,0,0,2,328,0,5,1,1,1,0,0
6671,1,1,23,0,0,0,190,1,6,1,1,1,1,0
6672,2,0,22,0,0,1,280,1,10,1,1,1,1,1
6679,6,1,26,0,0,4,45,0,7,1,1,1,0,0
6681,2,0,26,0,3,3,239,0,9,1,1,1,0,0
6683,2,1,24,0,0,3,244,0,6,1,1,1,0,0
6685,2,0,44,0,0,0,423,0,5,0,1,0,0,0
6686,1,0,36,0,0,1,28,1,2,1,0,0,1,0
6687,1,0,39,0,0,10,190,1,8,1,1,1,1,0
6688,1,0,42,0,0,0,315,1,4,0,0,1,1,0
6689,1,0,45,0,0,1,134,0,1,0,0,1,0,0
6690,2,0,25,0,1,7,336,1,10,1,1,1,1,0
6691,1,1,28,0,0,7,28,1,9,0,1,0,1,0
6692,1,0,33,0,0,0,190,1,2,0,0,1,1,0
6693,1,0,25,0,0,0,133,0,3,0,0,1,0,0
6695,2,0,32,0,1,5,28,1,4,0,0,1,1,0
6696,2,0,23,0,0,0,110,1,7,0,1,0,1,0
6697,1,0,39,0,0,0,45,0,5,0,1,0,0,0
6698,2,0,27,0,0,12,188,1,8,1,1,1,1,0
6699,1,1,35,0,0,4,45,0,7,0,1,0,0,0
6701,2,0,23,0,0,1,209,1,5,0,1,0,1,0
6702,2,1,38,0,0,0,45,0,1,0,0,1,0,0
6703,2,0,30,0,0,4,28,1,2,0,0,1,1,0
6704,1,0,30,0,0,1,65,1,5,0,1,0,1,0
6705,1,1,30,0,0,0,45,0,8,0,1,0,0,0
6706,2,0,26,1,1,18,186,1,10,1,1,1,1,0
6708,2,0,31,0,0,2,190,1,2,0,0,1,1,0
6712,1,1,41,0,0,1,134,0,2,0,0,1,0,0
6713,6,0,34,0,0,0,186,1,2,0,0,1,1,0
6715,2,1,25,0,0,0,45,0,5,0,1,0,0,0
6717,1,1,26,0,0,1,306,1,6,0,1,0,1,0
6719,2,0,38,0,0,2,306,1,7,1,1,1,1,0
6721,2,1,37,0,0,0,45,0,1,0,0,1,0,0
6722,1,0,34,0,0,3,426,0,5,0,1,0,0,1
6726,3,0,44,0,0,7,174,1,3,1,0,0,1,0
6729,3,1,38,0,0,0,6,1,2,0,0,1,1,0
6730,2,1,31,0,0,0,45,0,6,0,1,0,0,0
6731,1,1,29,0,0,0,134,0,2,0,0,1,0,0
6732,1,0,20,1,0,1,28,1,9,1,1,1,1,0
6733,2,0,22,0,0,0,190,1,4,0,0,1,1,0
6735,3,1,51,0,0,0,45,0,1,0,0,1,0,0
6737,2,0,24,0,0,2,45,0,4,1,0,0,0,0
6739,2,0,47,0,0,0,268,1,8,1,1,1,1,0
6740,2,1,36,0,0,1,129,1,5,1,1,1,1,0
6741,2,0,21,0,0,1,337,0,4,0,0,1,0,0
